scaffold,n_molecules,split
O=C1C=CC[C@H](c2ccccc2)C1,2,train
C(=Cc1ccccc1)COc1ccccc1,2,train
O=C1CC[C@H]2c3ccccc3CCN12,2,train
O=C1N[C@@H]2CC=C[C@H]1C2,2,train
O=c1[nH]c(=O)[nH]c(=O)[nH]1,2,train
O=C(COc1ccccc1)Nc1ncccn1,2,train
O=C(COc1ccccc1)N1CCCCCC1,2,train
c1coc(-c2ccc3ccccc3n2)c1,2,train
c1ccc(-c2ncnc3c2CCN3)cc1,2,train
O=C(Cc1noc(-c2ccccc2)n1)NC1CCCCC1,2,train
C(=Cc1ccc(N2CCOCC2)o1)c1ccccc1,2,train
c1ccc2c(c1)CNCC21CCOCC1,2,train
O=C1c2ccccc2-c2cc(=O)[nH]c3cccc1c23,2,train
O=c1cc(-c2ccoc2)oc2ccccc12,2,train
c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,2,train
O=C(NCc1ncco1)C1CCCC1,2,train
O=C(Nc1cccnc1)[C@@H]1CC=CCC1,2,train
c1ccc(CCc2ncc[nH]2)cc1,2,train
c1ccc(COc2cccnc2)cc1,2,train
c1cc(-c2ccncc2)ccn1,2,train
c1ccc(CCNc2ccccn2)cc1,2,train
O=C(NCc1ccccc1)[C@@H]1CC=CCC1,2,train
c1ccc(COCCCNC2CCCCC2)cc1,2,train
c1ccc(-c2ncc(N3CCOCC3)o2)cc1,2,train
O=C(Nc1ccccc1)[C@H]1CC(=O)N(c2ccccc2)C1,2,train
c1ccc(-c2n[nH]c3ncncc23)cc1,2,train
O=C(Cc1ccccc1)NC1CCCc2ccccc21,2,train
C(=[NH+]c1ccccc1)c1ccc2c(c1)OCO2,2,train
c1ccc2c3c([nH]c2c1)CCCC3,2,train
c1ccc(Cc2nc(-c3cccnc3)no2)cc1,2,train
c1ccc(-c2cnnn2-c2ccccc2)cc1,2,train
c1ccc(Cc2ccc[nH+]c2)cc1,2,train
O=C(C=CN1CCCCC1)c1ccccc1,2,train
c1ccc(C2Cc3ccccc3N2)nc1,2,train
O=C(CCc1ccccc1)NCc1ccccc1,2,train
C1CCC(CC2CCCCC2)CC1,2,train
c1ccc2c(c1)CCOC2,2,train
O=C(C=Cc1cc[nH]c1)NC1CCCCCC1,2,train
c1ccc(O[C@@H]2CCCCO2)cc1,2,train
c1ccc(Oc2ccccn2)cc1,2,train
c1ccc(C2OCCCO2)cc1,2,train
O=C(c1ccccc1)N1CCN=C1c1ccccc1,2,train
O=C1C=CC[C@@H](c2ccccc2)C1,2,train
O=C1C=C(Nc2ccc3ccccc3c2)CCC1,2,train
c1ccc(N2Cc3ccccc3C2)cc1,2,train
c1ccc2c(OCCCN3CCNCC3)cccc2c1,2,train
O=C(NC[C@@H]1CCCO1)c1ccccc1,2,train
O=C(CNC(=O)C1CCCCC1)Nc1ccon1,2,train
O=C(OCCN1CCOCC1)c1ccco1,2,train
O=C1C[C@@H](NCc2ccccc2)C(=O)N1,2,train
O=C1c2ccccc2C(=O)N1C=Cc1ccccc1,2,train
O=C1CC[C@@H]2c3ccccc3CCN12,2,train
O=c1cccc2[nH]c3ccccc3n12,2,train
O=C(OCCN1CCCCC1)c1ccc2c(c1)OCO2,2,train
O=C(Nc1cccc2cccnc12)c1ccccc1,2,train
O=C1Nc2ccccc2C1[C@H]1COCCC1=O,2,train
O=C([C@@H]1CC=CCC1)N1CCNCC1,2,train
C1=Nc2cccc3cccc(c23)N1,2,train
c1ccc(-c2ccc3ccccc3n2)nc1,2,train
c1ccc(-n2cccc2)nc1,2,train
C1COCOC1,2,train
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,2,train
O=C(CCCc1ccccc1)NCc1ccccc1,2,train
O=C(CN(C(=O)C1CC1)C1CC1)Nc1ccon1,2,train
O=C(c1ccco1)N1CCN(C(=O)c2ccco2)CC1,2,train
c1ccc(Cc2nc(-c3ccncc3)no2)cc1,2,train
O=C1OC(c2ccccc2)=N/C1=C\c1ccco1,2,train
O=C(NCc1ccccc1)[C@H]1CC=CCC1,2,train
c1ccc2cnncc2c1,2,train
O=C(C=Cc1ccccc1)NCc1ccco1,2,train
c1ccc2c(c1)CCN2,2,train
O=C1C[C@H](c2ccccc2)Oc2ccccc21,2,train
O=C(NCCCc1ccccc1)c1ccccc1,2,train
C1=NCCc2ccccc21,2,train
c1ccc(-c2ccnc(-c3ccccc3)n2)cc1,2,train
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,2,train
O=C(Nc1ccccc1)C1[C@@H]2CCC=CCC[C@@H]12,2,train
O=C(NC1CC1)c1ccoc1,2,train
c1ccc(CC2CCCCN2)cc1,2,train
O=C(NN=Cc1ccco1)c1ccccc1,2,train
O=C(Cn1cccn1)N1CCCCC1,2,train
O=C(c1ccccc1)N1CCc2ccccc2C1,2,train
O=C1C[C@@H](N2CCCCC2)C(=O)N1,2,train
O=C(c1cccnc1)N1N=CCC1c1ccccc1,2,train
O=C(NNCc1ccccc1)c1ccon1,2,train
O=C(Nc1ccccc1)Oc1ccccn1,2,train
c1ccc(OCc2cn3ccccc3n2)cc1,2,train
O=C1OC(c2ccccc2)=N/C1=C/c1ccco1,2,train
c1cncc(CCc2cc3ccccc3[nH]2)c1,2,train
C1CCCCCC1,2,train
c1ccc2c(CCCN3CCCCC3)cccc2c1,2,train
O=C(NNc1ccccc1)c1ccccc1,2,train
O=C1C(=Cc2ccccc2)CNc2ccccc21,2,train
O=C1CC(=O)c2ccccc21,2,train
c1ccc(NC2=Nc3cccc4cccc2c34)cc1,2,train
O=C1CCCN1Cc1ccccc1,2,train
O=C1OC2(C(=O)N3CCCCC3)CCC1C2,2,train
c1ccc(CCc2ccco2)cc1,2,train
O=C1C[C@@H](Cc2ccccc2)C(=O)N1c1ccon1,2,train
O=C1C[C@@H](c2ccccc2)CC2=C1CC=CO2,2,train
O=C1c2ccccc2Cc2ccccc21,2,train
O=C1CCCC2NC=CC12,2,train
O=C(Nc1ccccc1)C1(c2ccccc2)CCOCC1,2,train
c1ccc2c(c1)NC1NCCC21,2,train
O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,2,train
O=C1CCc2ccccc2N1,2,train
C1=CNC=CC1,2,train
O=C(NN=Cc1ccccc1)Nc1ccccc1,2,train
C=C1C=CNC=N1,2,train
O=C(NN=Cc1ccncc1)c1ccccc1,2,train
c1ncc2ncn(C3CCCC3)c2n1,2,train
c1ccc2c(c1)nnn2Cc1cn[nH]c1,2,train
C1CCc2nonc2C1,2,train
O=C(Nc1cccnc1)c1cc2ccccc2o1,2,train
c1ccc(C2CCOCC2)cc1,2,train
C=C1c2ccccc2C=Cc2ccccc21,2,train
O=C(NCCc1ccccc1)c1ccoc1,2,train
O=C1C(=O)c2ccoc2-c2ccccc21,1,train
O=C(CC1CCCCCCCCCCC1)N1CCOCC1,1,train
O=C1C(=CC=C2CCCN2)C=NN1c1ccccc1,1,train
c1ccc(CC2CCCCCN2)nc1,1,train
O=C(C1CC2C=CC1C2)N1CCCCC1,1,train
O=C(NC1CCCCCCC1)c1ccccc1,1,train
c1ccc(N=Nc2ccc3c(c2)OCO3)cc1,1,train
O=c1cc(/C=C/N2CCOCC2)[nH]c(=O)[nH]1,1,train
C(=Nn1cnnc1)c1cccc2ccccc12,1,train
O=C(N1CCOCC1)N1CCCc2ccccc21,1,train
O=c1[nH]ccc2nc3ccccc3cc12,1,train
c1ccc2c(c1)ccc1nnnn12,1,train
O=C(CNC1CC1)N(Cc1ccccc1)Cc1ccco1,1,train
c1ccc2c(c1)oc1c(NCC3CCCO3)ncnc12,1,train
c1ccc(CN2CCOCC2)cc1,1,train
O=C1ON=C(c2ccccc2)C1=CC=Cc1ccco1,1,train
C1C2CC3C1C3C2,1,train
O=C(NC1CN2CCC1CC2)c1ccccc1,1,train
c1ccc2c(c1)nc(N1CCOCC1)c1ccccc12,1,train
O=c1[nH][nH]c2nccc(-c3ccccc3)c12,1,train
O=c1[nH]c(=O)c2c(=O)c3ncoc3[nH]c2[nH]1,1,train
O=c1oc2ccccc2cc1-c1ccc2c(c1)OCO2,1,train
O=C(/C=C/c1ccco1)NCC1(c2ccccc2)CCCC1,1,train
O=C(C1CCCCC1)n1ccnc1,1,train
O=C(NC[C@H]1CCCO1)c1ccc2ccccc2c1,1,train
c1cc2nnnn2nc1N1CCCCCC1,1,train
O=C(NC(=O)C1CCCCC1=O)c1ccccc1,1,train
O=C1C=COCC1,1,train
O=C(C(=O)c1ccccc1)c1ccccc1,1,train
O=C1NC(=O)C(=Cc2cc[nH]c2)C(=O)N1,1,train
O=C(CCc1cn[nH]c1)NN=CC=Cc1ccccc1,1,train
O=C(Nc1ccnc2ccccc12)c1ccccc1,1,train
O=C(NNc1ccccc1)NNc1ccccc1,1,train
c1cc(C2=NNC3(CCCC3)O2)ccn1,1,train
C(=Cc1ccccc1)CN1CC2CCC(C1)N2,1,train
c1ccc(COCCCN2CCNCC2)cc1,1,train
O=C1c2ccccc2-c2nc3ccccc3nc21,1,train
C1=CC2C(=NNc3ccccc3)CC2C1,1,train
c1ccc(CN2CC3CNCC(C3)C2)cc1,1,train
c1coc(-c2nc3c4ccccc4c4ccccc4c3[nH]2)c1,1,train
c1ccc2c3c([nH]c2c1)C(c1ccncc1)NCC3,1,train
c1ccc(-c2[nH]ncc2CNCc2cccnc2)cc1,1,train
c1ccc(N(Cc2ncc[nH]2)c2ccccc2)cc1,1,train
O=c1[nH]c2ccccc2[nH]c1=O,1,train
O=c1c2ccccc2nc(-c2ccco2)n1-c1ccncc1,1,train
O=C1NC(=O)C(C2=CCCCCC2)C(=O)N1,1,train
c1ccc(-c2nnc(-c3ccncc3)n2-c2ccccc2)cc1,1,train
O=C(Nc1ccccc1)Nc1cccc2cccnc12,1,train
c1ccc(-c2ccnc3c2CCCC3)cc1,1,train
O=C1C[C@H](C(=O)Nc2ccccc2)C2(CCCCC2)O1,1,train
O=C(COc1ccccc1)N1CCc2[nH]cnc(=O)c2C1,1,train
N=c1[nH]ccnc1C(=O)OCc1ccccc1,1,train
O=C(CCc1ccccc1)NNC(=O)[C@H]1CC12CCC2,1,train
c1cc(-c2ccc3c(c2)OCO3)ccn1,1,train
O=C(Cc1ccccc1)NN1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@@H]2C1,1,train
c1cncc(CN(Cc2ccc3c(c2)CCO3)C2CC2)c1,1,train
O=C(NN=C1C=CCCC1)C1CCCCC1,1,train
c1ccc(CNc2ncnc3[nH]cnc23)cc1,1,train
c1ccc2nc3c4ccccc4c4ccccc4c3nc2c1,1,train
C(=Nc1cn[nH]c1)c1ccccc1,1,train
O=C(Cn1ncc2ccccc21)NCCC1=CCCCC1,1,train
c1ccc2c(c1)cc1ccc3ccnc4ccc2c1c34,1,train
O=C1CCC2CCCC[C@@H]2C1,1,train
O=C(c1c[nH]c2ccccc12)C1CCc2nc[nH]c2C1,1,train
O=C1C=CC(=Cc2cccnc2)C(=O)N1,1,train
O=c1[nH]nc(C=Cc2ccco2)o1,1,train
c1ccc2c(c1)c1c3n2CCN[C@H]3CCC1,1,train
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,1,train
O=C(CCN1CCCCCC1)OC1C[C@H]2CC[C@@H](C1)N2,1,train
O=C(Nc1ccccc1)n1cnc2ccccc21,1,train
c1ccc(-n2nnc3ccccc32)cc1,1,train
O=C(c1ccco1)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2,1,train
C=C1CC[C@H]2C(=O)NNC(=O)[C@@H]2C1,1,train
O=C1C=C(NCc2ccccc2)C(=O)N1c1ccccc1,1,train
O=C(C=Cc1ccccc1)N1CCCC2CCCCC21,1,train
C1CCN2CC3CC(CN4CCCCC34)C2C1,1,train
O=C(NN=Cc1ccco1)OCc1ccccc1,1,train
O=C(/C=C/c1ccccc1)N1CCOCC1,1,train
c1ccc(NCn2cncn2)nc1,1,train
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,1,train
c1ccc(C2=NNCO2)cc1,1,train
c1ccc2c(Cn3ccnc3)cccc2c1,1,train
O=c1[nH]c2cc3nc[nH]c3cc2[nH]1,1,train
O=C(COCC1CCCN2CCCCC12)N1CCOCC1,1,train
O=C1C[C@@H]2CCc3ccccc3[C@@H]2O1,1,train
c1ccc(-c2cncnc2-c2ccccc2)cc1,1,train
c1ccc(Nc2ccnc(N3CCOCC3)n2)cc1,1,train
C=c1[nH]n(-c2ccccc2)c(=O)c1=CNc1ccccc1,1,train
C=C1C=C2C(=O)c3ccccc3N2C1=O,1,train
c1cncc(-c2ccncn2)c1,1,train
O=C(C1=NO[C@H]2[C@@H]3CC[C@@H](C3)[C@@H]12)c1ccccc1,1,train
O=C(Cn1cccn1)n1ccc2ccccc21,1,train
c1ccc2nc(-c3ccncc3)ncc2c1,1,train
O=C1NC(=O)/C(=C\c2c[nH]c3ccccc23)N1,1,train
c1ccc2c(c1)ccc1c2ccc2ccc3ccccc3c21,1,train
c1[nH]nc2nc3c(cc12)CCCC3,1,train
O=C(NN=Cc1ccco1)c1cc(-c2ccccc2)n[nH]1,1,train
c1ccc(-n2ccnn2)cc1,1,train
O=C1CC(=O)O[C@@H](C#Cc2ccccc2)C1,1,train
c1ccc2cc(OC[C@H]3CO3)ccc2c1,1,train
O=C(NCc1ccc2c(c1)OCO2)c1ccccc1,1,train
O=C1N[C@]2(C=Cc3ccccc3O2)Oc2ccccc21,1,train
C1=C2CCCCC2CCC1,1,train
O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)C1CC1,1,train
c1ccc(CCN2CCCC2)cc1,1,train
O=C1O/C(=C/c2c[nH]c3ccccc23)c2ccccc21,1,train
c1ccc(N2CCN(Cn3cnc4ccccc43)CC2)nc1,1,train
c1ccc(-c2noc(-c3ccoc3)n2)cc1,1,train
c1ccc2cc(OC[C@@H]3CO3)ccc2c1,1,train
c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,1,train
C1=NC2(CCCC2)Cc2ccccc21,1,train
O=C(Cn1cccn1)Nc1ccccn1,1,train
C(=Nc1ccccc1)N1CCOCC1,1,train
O=c1[nH]c(=O)c2[nH]c(C3CCCC3)nc2[nH]1,1,train
c1cc2c(cc1-n1cc3cnncc3c1)OCO2,1,train
O=C1C=C(N2CC2)C(=O)C2=C1CCCC2,1,train
O=C1CC(c2ccccc2)Cc2nc(N3CCCC3)ncc21,1,train
O=C(Nc1ccccc1)c1n[nH]c(=O)c2ccccc12,1,train
O=C1CCCC2=C1C(c1ccco1)C=CO2,1,train
O=C1C=C(NCCc2ccccc2)C[C@H](c2ccco2)C1,1,train
O=C(C[C@@H]1OC[C@H]2CCCCN2C1=O)Nc1ccccc1,1,train
c1ccc(C2NCCn3cccc32)cc1,1,train
O=C1C=C(c2ccccc2)CC1,1,train
N=C1c2cccc3c2C2(CCC3)C(=O)NC(=O)C12,1,train
O=C(NCc1ccco1)c1nc2ncccn2n1,1,train
c1ccc(N=Nc2cccnc2)cc1,1,train
O=C(C=Cc1ccco1)NNC(=O)COc1ccccc1,1,train
O=C(Nc1ccccc1)Nc1ccn[nH]1,1,train
C1=NCN=C(Nc2ccccc2)N1,1,train
c1ccc(-c2cc(-c3ccco3)ccn2)nc1,1,train
O=C(CCn1cnc2ccccc2c1=O)Nc1ccccc1,1,train
O=C1C[C@@H](NC2CC2)C(=O)N1c1ccccc1,1,train
O=C(Nn1cnc2ccccc2c1=O)c1ccccc1,1,train
C1CC2C3CCC(C3)C2C1,1,train
c1ccc(NOc2ccccc2)cc1,1,train
O=C1NC(=O)C(=Cc2cn[nH]c2-c2ccccc2)N1,1,train
O=C1C[C@]2(C(=O)Nc3ccccc3)CCC1C2,1,train
O=c1cn[nH]c2cc3c(cc12)OCO3,1,train
O=C1C=C[C@H](c2ccccc2)N1,1,train
C1CC2CCC3C(CC[C@H]4CCCCC34)C2C1,1,train
c1ccc(-c2n[nH]c(-c3ccccc3)n2)cc1,1,train
O=C(C1CC1)N1CCC(c2nc(-c3ccccc3)no2)CC1,1,train
c1ccc(Cc2cncnc2N2CCNCC2)cc1,1,train
O=C1CC[C@H]2[C@@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,1,train
c1coc(CNc2ncnc3nc[nH]c23)c1,1,train
c1cncc(-c2ccc[nH]2)c1,1,train
O=C1C=C(NNC(=O)CC2OCCCO2)CCC1,1,train
O=C(c1ccccc1Oc1ccccc1)N1C=NCC1,1,train
O=C(Nc1nnc(-c2ccco2)o1)C1CC1,1,train
c1ccc(-c2ccnc3c2CCCCC3)nc1,1,train
O=C(OCCCN1CCCCC1)c1ccccc1,1,train
O=C(c1ccccc1)c1cc2ccccc2oc1=O,1,train
O=C(Oc1ccccc1)C(=O)Oc1ccccc1,1,train
c1ccc(-c2ccccc2-c2ccccc2)cc1,1,train
C1#CC2=CC=CC23OC3C#CC=C1,1,train
c1ccc2c(c1)Cc1cc3ccccc3cc1-2,1,train
C1=NN=C(c2ccccc2)c2cc3c(cc2C1)OCO3,1,train
O=c1[nH]cc(N=Cc2cccnc2)c(=O)[nH]1,1,train
O=c1ccc2cccc3c2n1CCC3,1,train
O=C1C(=C2CCCc3nonc32)CCc2nonc21,1,train
C1=Cc2cc3ccccc3c3cccc1c23,1,train
c1ccc(NCc2ccccn2)cc1,1,train
O=C(NN1C(=O)C=CC1=O)c1ccccc1,1,train
O=C(CC(c1ccccc1)c1ccccc1)CN1CCCC1,1,train
O=C1NC(c2ccccc2)CO1,1,train
c1ccc2c(c1)N=C(N1CCCCC1)Nc1ccccc1-2,1,train
O=C(c1cn(-c2ccccc2)nn1)N1CCCCC1,1,train
O=C(NC[C@H]1CCCO1)c1cnon1,1,train
O=c1nc2c(c[nH]1)ncn2C1CCCO1,1,train
O=C1OCc2cc(-c3ccc(C=Nn4cnnc4)o3)ccc21,1,train
O=c1oc2ccccc2cc1-c1ccc[nH+]c1,1,train
O=C(Nc1ccccc1)NC1CCNCC1,1,train
N=c1nc(N2CCCCC2)cc[nH]1,1,train
c1ccc2c(OCCCN3CCOCC3)cccc2c1,1,train
O=C(COC(=O)c1ccco1)c1ccc2c(c1)OCCO2,1,train
O=C(c1ccccc1)c1ccc2nc[nH]c2c1,1,train
O=C(C=Cc1ccccc1)C=C1NCCNC1=O,1,train
O=C(NC1=CCNCC1)c1ccccc1,1,train
O=C(c1ccoc1)N1CCC[C@H](C(=O)N2CCCC2)C1,1,train
O=C(NN=CCc1ccccc1)C1CC1c1ccccc1,1,train
c1ccc(CCc2ccncc2)cc1,1,train
c1ccc(OCc2nc(-c3cnon3)no2)cc1,1,train
O=C(CNC(=O)c1ccccc1)Oc1ccccc1,1,train
O=C(Oc1ccc2oc3c(c2c1)CCCC3)c1ccco1,1,train
O=C(Oc1c[nH]c2ccccc12)c1ccco1,1,train
O=C(Cc1ccccc1)Nc1cccc2c1CCCC2,1,train
c1cn2cnc3c(ncn3C3CCCO3)c2n1,1,train
O=C(NCC1CC1)Nc1ccccc1,1,train
c1ccc2c(c1)nnn2Cn1c2ccccc2c2ccccc21,1,train
c1ccc(-c2cccc3ccccc23)cc1,1,train
O=C(/C=C/c1ccco1)O[C@@H]1CCCNC1,1,train
O=C(NC1=NN(c2ccccc2)C(=O)C1)c1ccccc1,1,train
c1ccc(-c2noc(C3CCCN3)n2)cc1,1,train
c1ccc(CNc2ncc(-c3ccccc3)[nH]2)cc1,1,train
O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,1,train
c1ccn2nccc2c1,1,train
c1ccc(-c2nc3cccnc3nc2-c2ccccc2)cc1,1,train
c1ccc2c(c1)[nH]c1cc3c(cc12)[nH]c1ccccc13,1,train
O=C(Nc1ccc2c(c1)COC2=O)c1ccccc1,1,train
C(CCOCC1CO1)COCC1CO1,1,train
O=C(COc1ccccc1)NNC(=O)C1[C@H]2CCCC[C@@H]12,1,train
c1ccc(-c2cn[nH]n2)cc1,1,train
O=C1CC=CC23CN4CC(CC2C4)CN13,1,train
C1=CC(c2ccccc2)CCO1,1,train
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,1,train
N=C1C=Cc2ccncc2C1=O,1,train
O=C(COC(=O)c1ccc[nH+]c1)Nc1ccccc1,1,train
c1ccc(CC2CCCC2)cc1,1,train
c1cncc(-c2cc(-c3ccco3)ccn2)c1,1,train
O=C(NNC1=CCCCC1)c1cccc(N2CCCC2=O)c1,1,train
O=C(c1cccc2ccccc12)C12CN3CN(CN(C3)C1)C2,1,train
C(=NNc1ccccc1)c1ccc2ccccc2c1,1,train
C1=NN(c2ccccc2)CCC1,1,train
O=C1C[C@@H](C(=O)Nc2ncccn2)[C@@H](c2ccccc2)O1,1,train
O=C1C=C(Nc2nn[nH]n2)CCC1,1,train
c1ccc(-c2cocc2-c2ccccc2)cc1,1,train
O=C(Cc1nn[nH]n1)NN=Cc1ccccc1,1,train
O=C(Cc1ccccc1)N1CCCN1c1ccccc1,1,train
O=C(NCc1ccccc1)c1ccncc1,1,train
O=C1OC(=O)c2cccc3cccc1c23,1,train
O=C1c2ccccc2C(=O)N1c1ccon1,1,train
c1ccc(-c2ncn(-c3ccccc3)n2)cc1,1,train
c1ccc2c(c1)ccc1c3ccncc3ccc21,1,train
O=c1ccc2cc3ccoc3c(OC[C@H]3CO3)c2o1,1,train
O=C(NN=C1CCCCCC1)c1ccccc1,1,train
O=c1[nH]c2ccccc2n1CCN1CCOCC1,1,train
O=C(C=Cc1ccccc1)NNc1ccccc1,1,train
c1ccc(-c2nc(-c3ccncc3)c[nH]2)cc1,1,train
c1ccc(C(c2cccnc2)N2CCNCC2)cc1,1,train
c1ccc2c(c1)CCCC2C1=NCCN1,1,train
O=C(Nc1nn[nH]n1)c1ccnc2ccccc12,1,train
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,1,train
O=C(CCOCc1ccccc1)OCc1ccccc1,1,train
c1ncc2ncn(C[C@H]3COCO3)c2n1,1,train
O=C1CC2CCC=CCCC=CC2O1,1,train
O=C(NC1CCCCC1)[C@@H]1CCCN1,1,train
c1ccc(C2Cc3ccccc3CO2)cc1,1,train
O=C(c1ccccc1)[C@H](c1ccccc1)N1CCCCC1,1,train
C1CCC(n2nnnc2CN2CCOCC2)CC1,1,train
O=C(c1ccoc1)N1CCC[C@H](C(=O)N2CCOCC2)C1,1,train
C1=CC[C@@H]([C@H]2CC=NN2)CC1,1,train
c1ccc(-c2ccnc3ccnn23)cc1,1,train
O=c1c2ccccc2nc2n1CCCCC2,1,train
O=C(NCc1cccnc1)c1cnon1,1,train
O=C(c1ccccc1)c1c[nH]c(=O)[nH]c1=O,1,train
O=C(Nc1ccccc1)[C@@H]1C[C@H]2CC[C@@H]1C2,1,train
C1CC2OCCC2O1,1,train
O=C(Cc1ccccc1)Nc1ccc2c(c1)OCCO2,1,train
c1ccc(COCCCN2CCOCC2)cc1,1,train
c1ccc(-c2ccncn2)cc1,1,train
O=C(NCCCc1ccccc1)NC1CCCCC1,1,train
O=C(c1ccccc1)c1c(-c2ccccc2)cn2ccccc12,1,train
O=C1CC2CCCC3CCC4OOC32C(O1)O4,1,train
O=C([C@@H]1COc2ccccc2O1)N1CCc2ccccc2C1,1,train
c1ccc(CCCNCCCc2ccccc2)cc1,1,train
c1ccc(C2=NN(c3ccccc3)C3CCCC23)cc1,1,train
O=C(NCc1ncon1)c1ccccc1,1,train
O=C(NN=Cc1ccncc1)c1ccc2c(c1)OCO2,1,train
O=C(Nc1ccccn1)C12CC3C[C@@H](CC[C@@H](C3)C1)C2,1,train
O=c1cc(-c2ccccc2)[nH]n1C1CCNCC1,1,train
O=C1Nc2cccnc2N(C2CC2)c2ncccc21,1,train
O=C(Nc1ccc2c(c1)CCC2)c1ccc[nH]1,1,train
c1ccc(-c2n[nH]c(-c3ccccc3)c3cccc2-3)cc1,1,train
c1ccc2c(c1)CC(C13CC4CC(CC(C4)C1)C3)N2,1,train
O=C1CCc2ccccc2O1,1,train
O=C(NN=C1CCNCC1)c1ccccc1,1,train
O=c1nc[nH]c2ncc(-c3ccccc3)nc12,1,train
O=C(Cc1noc(-c2ccccc2)n1)NCc1ccccc1,1,train
O=C(c1ccncc1)N1CCN(C[C@H]2C[C@H]3C=C[C@@H]2C3)CC1,1,train
c1ccc(-c2cnc3ncncc3n2)cc1,1,train
O=C(Nc1ccccc1)Nc1ccon1,1,train
O=C(NCc1ccccn1)c1cccc2ccccc12,1,train
c1ccc(-c2ccnc(-c3cccnc3)c2)nc1,1,train
O=C1CC(c2ccccc2)N1c1ccccc1,1,train
O=c1cc(NC2CCCCC2)c1=O,1,train
C(=NC1CCCCC1)=NC1CCCCC1,1,train
O=C(CC1CCCCC1)N1CCCCC1,1,train
O=C(NN=C1CCCC1)c1n[nH]c2c1CCCC2,1,train
O=C1C=C(n2nc3ccccc3n2)CCC1,1,train
c1ccc(C2N3CC4CC(C3)CN2C4)cc1,1,train
O=C(NCc1ccc[nH]1)C1CC1,1,train
O=c1[nH]c2ccccc2n1CCOc1ccccc1,1,train
O=C(OCC=Cc1ccccc1)c1ccccc1,1,train
O=c1[nH]c(=O)c2c(-c3ccccc3)[nH]cc2[nH]1,1,train
O=C1c2ccccc2NC1c1ccccc1,1,train
O=c1cc(-c2ccccc2)[nH]c(-c2ccccc2)n1,1,train
O=C1C(=Cc2ccccc2)Nc2ccccc21,1,train
c1ccc2cc3cc4ccccc4cc3cc2c1,1,train
O=C1C=Cc2cccc3cccc1c23,1,train
O=C1C[C@H](n2ccnc2)C(=O)N1c1ccccc1,1,train
O=C(C=C1CCCC1)NCc1ccco1,1,train
O=C1CCCc2ccc(-c3ccc4c(c3)C(=O)CCC4)cc21,1,train
O=C1C(=O)N(C(=O)c2ccccc2)c2ccccc21,1,train
C=C1CCC(n2cnc3cncnc32)O1,1,train
O=C1OC[C@@H]2C(=O)CCCC12,1,train
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,1,train
O=C(O[C@H]1CCc2[nH]c3ncccc3c2C1)c1ccccc1,1,train
c1ccc(-c2nnco2)cc1,1,train
O=c1ccc2c[nH]ccc-2c1,1,train
c1ccc2c(c1)Cc1ccc3ccccc3c1-2,1,train
O=c1cc(C=Cc2ccccc2)cc[nH]1,1,train
O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12,1,train
O=C(c1ccc2c(c1)OCO2)N1CCCCC1,1,train
c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1C1OC21,1,train
O=c1[nH]c2c(c(=O)[nH]1)[C@@H](c1ccccc1)C=CO2,1,train
O=C1[C@@H]2C[C@H]3C=C[C@]2(CN1C[C@H]1CCCO1)O3,1,train
O=c1nc(-c2ccccc2)nc2[nH][nH]nc1-2,1,train
c1ccc(C(c2ccccc2)C2CCCCN2)cc1,1,train
c1cc2c(c3c1CCCC3)CCCC2,1,train
O=C(C=Cc1ccco1)OCc1cccc2ccccc12,1,train
O=C(NN=C1CCCCC1)c1n[nH]c2c1CCC2,1,train
O=C1NC2=NNC=NC2N1,1,train
O=c1oc2ccccc2c2ccncc12,1,train
O=C1NC(=O)C(=Cc2ccoc2)C(=O)N1,1,train
O=C1C=CCCC=CCCC=C1,1,train
O=C(Nc1cccnc1)c1ccc(-c2ccccc2)o1,1,train
O=C1CCCCCCCCCCCCO1,1,train
O=C(CCC1CCCC1)NCC(=O)Nc1ccon1,1,train
O=C(/C=C/c1ccccc1)O[C@@H]1CN2CCC1CC2,1,train
O=C(CCC1CCCCC1)Nc1cccnc1,1,train
O=C1c2nc3ccccc3nc2C(=O)N1C[C@@H]1CCCO1,1,train
O=C(Cc1ccccc1)OC1CCCNC1,1,train
c1ccc2c(c1)c1ccccc1c1ccccc21,1,train
